Restrição de Atendimento;Escola;Código INEP;UF;Município;Localização;Localidade Diferenciada;Categoria Administrativa;Endereço;Telefone;Dependência Administrativa;Categoria Escola Privada;Conveniada Poder Público;Regulamentação pelo Conselho de Educação;Porte da Escola;Etapas e Modalidade de Ensino Oferecidas;Outras Ofertas Educacionais;Latitude;Longitude
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC PADRE MARCELINO CHAMPAGNAT;12001147;AC;Cruzeiro do Sul;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA DOS CANAMARIS, 754 JOAO ALVES. 69980-000 Cruzeiro do Sul - AC.";(68) 33223913;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-7.632181127;-72.67823765
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC PANTALEAO BUSSONS;12001155;AC;Cruzeiro do Sul;Rural;A escola não está em área de localização diferenciada;Pública;"COMUNIDADE TERRA FIRME, 69980-000 Cruzeiro do Sul - AC.";;Municipal;Não Informado;Não;Sim;Até 50 matrículas de escolarização;Ensino Fundamental;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC PADRE CARLOS KUNZ;12001163;AC;Cruzeiro do Sul;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA FRAN PACHECO, 175 MANOEL TERCAS. 69980-000 Cruzeiro do Sul - AC.";;Estadual;Não Informado;Não;Em Tramitação;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-7.637635;-72.6788854
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC PADRE CRISTOVAO FREIRE ARNAUD;12001171;AC;Cruzeiro do Sul;Urbana;A escola não está em área de localização diferenciada;Pública;"ESTRADA DO AEROPORTO KM 2, S/N NOSSA DAS GRACAS. 69980-000 Cruzeiro do Sul - AC.";(68) 999841762;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC PADRE DAMIAO;12001180;AC;Cruzeiro do Sul;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA DO REMANSO, 1116 PREDIO. REMANSO. 69980-000 Cruzeiro do Sul - AC.";(68) 999757546;Estadual;Não Informado;Não;Em Tramitação;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-7.6197399;-72.6594444
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC PADRE EGON ENGEL;12001198;AC;Cruzeiro do Sul;Rural;A escola não está em área de localização diferenciada;Pública;"COMUNIDADE TERRA FIRME DE CIMA, 69980-000 Cruzeiro do Sul - AC.";;Municipal;Não Informado;Não;Sim;Até 50 matrículas de escolarização;"Ensino Fundamental, Educação de Jovens Adultos";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC PADRE MANOEL DA NOBREGA I;12001201;AC;Cruzeiro do Sul;Rural;Área de assentamento;Pública;"BR 364 RIO LAGOINHA, 69980-000 Cruzeiro do Sul - AC.";(68) 996024625;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC PEDRO FIRMINO DE OLIVEIRA;12001210;AC;Cruzeiro do Sul;Rural;A escola não está em área de localização diferenciada;Pública;"BR 364 RAMAL 07, 69980-000 Cruzeiro do Sul - AC.";(68) 999228283;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC PLACIDO DE CASTRO;12001228;AC;Cruzeiro do Sul;Rural;A escola não está em área de localização diferenciada;Pública;"BR 307, 2985 ESCOLA. BOCA DA ALEMANHA. 69980-000 Cruzeiro do Sul - AC.";;Estadual;Não Informado;Não;Em Tramitação;Entre 51 e 200 matrículas de escolarização;"Ensino Fundamental, Educação de Jovens Adultos";Atendimento Educacional Especializado;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC DIVINA PROVIDENCIA;12001236;AC;Cruzeiro do Sul;Urbana;A escola não está em área de localização diferenciada;Pública;"AV 25 DE AGOSTO, 2321 PROXIMO AO 61 BIS. 25 DE AGOSTO. 69980-000 Cruzeiro do Sul - AC.";(68) 999113974;Estadual;Não Informado;Não;Em Tramitação;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-7.6123221;-72.676668
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC RAIMUNDO QUIRINO NOBRE;12001244;AC;Cruzeiro do Sul;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA FELIX GASPAR, 1080 JOAO ALVES. 69980-000 Cruzeiro do Sul - AC.";(68) 999459730;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;Atendimento Educacional Especializado;-7.6338849;-72.6747798
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC BEIJA FLOR;12001252;AC;Cruzeiro do Sul;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA PEDRO TELES, 1240 CRUZEIRINHO NOVO. 69980-000 Cruzeiro do Sul - AC.";(68) 999812991;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC PRESBITERIANA DE CRUZEIRO DO SUL;12001260;AC;Cruzeiro do Sul;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA SERGIPE, 331 ESCOLA TECNICA. 69980-000 Cruzeiro do Sul - AC.";(68) 999867615;Estadual;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-7.6249606;-72.6726965
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC PROFESSOR ANTONIO DE BARROS FREIRE;12001279;AC;Cruzeiro do Sul;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA JAMINAUAS, 427 PREDIO. TELEGRAFO. 69980-000 Cruzeiro do Sul - AC.";(68) 999947742;Estadual;Não Informado;Não;Não;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-7.6241788;-72.6676354
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA MARIA DE NAZARE LIMA;12001295;AC;Cruzeiro do Sul;Urbana;A escola não está em área de localização diferenciada;Pública;"AVENIDA 15 DE NOVEMBRO, 309 CENTRO. 69980-000 Cruzeiro do Sul - AC.";(68) 999114055;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;Atendimento Educacional Especializado;-7.6382726;-72.6719827
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC PROF QUITA;12001309;AC;Cruzeiro do Sul;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA 23 DE OUTUBRO, 181 EM FRENTE O INCRA. SAO JOSE. 69980-000 Cruzeiro do Sul - AC.";(68) 999945544;Estadual;Não Informado;Não;Em Tramitação;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-7.6111263;-72.6736415
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC RAINHA DA FLORESTA;12001317;AC;Cruzeiro do Sul;Rural;A escola não está em área de localização diferenciada;Pública;"BR 364, PROJETO SANTA LUZIA RAMAL 03 KM 30-COMUNIDADE SAO JOSE, ESCOLA. RAMAL 3. 69980-000 Cruzeiro do Sul - AC.";(68) 999822131;Estadual;Não Informado;Não;Em Tramitação;Entre 51 e 200 matrículas de escolarização;"Ensino Fundamental, Ensino Médio";Atendimento Educacional Especializado;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC REGO BARROS;12001333;AC;Cruzeiro do Sul;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA PEDRO TELES, 450 ESCOLA. CENTRO. 69980-000 Cruzeiro do Sul - AC.";(68) 999945509;Estadual;Não Informado;Não;Não;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-7.63635989;-72.67402132
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC JOAO BUSSONS;12001341;AC;Cruzeiro do Sul;Rural;A escola não está em área de localização diferenciada;Pública;"BR 364, SN SANTA LUZIA. VILA LAGOINHA. 69980-000 Cruzeiro do Sul - AC.";(68) 999324314;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC RODRIGUES E SILVA;12001368;AC;Cruzeiro do Sul;Rural;A escola não está em área de localização diferenciada;Pública;"BR 364 RAMAL 02 COMUNIDADE ONCA, 69980-000 Cruzeiro do Sul - AC.";(68) 999228283;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC RUI BARBOSA;12001392;AC;Cruzeiro do Sul;Urbana;A escola não está em área de localização diferenciada;Pública;"AVENIDA RIO JURUA, S/N PREDIO ESCOLAR. MIRITIZAL - 2 DISTRITO. 69980-000 Cruzeiro do Sul - AC.";(68) 999728409;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC SAO FRANCISCO;12001406;AC;Cruzeiro do Sul;Rural;A escola não está em área de localização diferenciada;Pública;"RIO LIBERDADE COMUNIDADE PORTO ALEGRE, 69980-000 Cruzeiro do Sul - AC.";(68) 33222471;Estadual;Não Informado;Não;Em Tramitação;Entre 51 e 200 matrículas de escolarização;"Ensino Fundamental, Ensino Médio";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC ALFREDO SAID;12001414;AC;Cruzeiro do Sul;Rural;A escola não está em área de localização diferenciada;Pública;"COMUNIDADE RUSSAS VELHA - RIO VALPARAISO, SNº 69980-000 Cruzeiro do Sul - AC.";;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC SANTA RITA;12001422;AC;Cruzeiro do Sul;Rural;A escola não está em área de localização diferenciada;Pública;"BR 364 KM 68-VILA LAGOINHA, S/N ESCOLA SANTA RITA. LAGOINHA. 69980-000 Cruzeiro do Sul - AC.";(68) 99366976;Estadual;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Ensino Fundamental, Ensino Médio";Atendimento Educacional Especializado;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC SAO CRISTOVAO;12001430;AC;Cruzeiro do Sul;Rural;A escola não está em área de localização diferenciada;Pública;"ESTRADA DO IGARAPE PRETO - FAZENDA DO TOTA, S/N ESCOLA. RAMAL SAO CRISTOVAO. 69980-000 Cruzeiro do Sul - AC.";(68) 33221081;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC SAO JOSE;12001457;AC;Cruzeiro do Sul;Urbana;A escola não está em área de localização diferenciada;Pública;"AV 17 DE NOVEMBRO, 94 PREDIO. CENTRO. 69980-000 Cruzeiro do Sul - AC.";(68) 999828275;Estadual;Não Informado;Não;Sim;Mais de 1000 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-7.6324661;-72.6697394
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC SEBASTIANA SILENE VALENTE;12001490;AC;Cruzeiro do Sul;Rural;A escola não está em área de localização diferenciada;Pública;"BR 364 RAMAL 02, S/N ESCOLA. PROJETO SANTA LUZIA. 69980-000 Cruzeiro do Sul - AC.";(68) 999813207;Estadual;Não Informado;Não;Em Tramitação;Entre 51 e 200 matrículas de escolarização;"Ensino Fundamental, Ensino Médio";Atendimento Educacional Especializado;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC SANTA BARBARA;12001520;AC;Cruzeiro do Sul;Rural;A escola não está em área de localização diferenciada;Pública;"BR 307 COMUNIDADE SANTA MARIA, ESCOLA. COLONIA. 69980-000 Cruzeiro do Sul - AC.";(68) 33221081;Municipal;Não Informado;Não;Sim;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC SANTA LUZIA;12001554;AC;Cruzeiro do Sul;Rural;A escola não está em área de localização diferenciada;Pública;"SACADO DA ALEMANHA KM/14, S/N ESCOLA. CANELA FINA. 69980-000 Cruzeiro do Sul - AC.";(68) 999586420;Estadual;Não Informado;Não;Em Tramitação;Entre 51 e 200 matrículas de escolarização;"Ensino Fundamental, Ensino Médio";Atendimento Educacional Especializado;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC TANCREDO DE ALMEIDA NEVES I;12001570;AC;Cruzeiro do Sul;Rural;A escola não está em área de localização diferenciada;Pública;"BR - 364 RAMAL DO CARACAS, ZONA RURAL. 69980-000 Cruzeiro do Sul - AC.";(68) 33221081;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC TEODORICO MELO;12001589;AC;Cruzeiro do Sul;Rural;A escola não está em área de localização diferenciada;Pública;"COMUNIDADE MONTE CRISTO, S/N RIO JURUA MIRIM. RURAL. 69980-000 Cruzeiro do Sul - AC.";(68) 999532143;Municipal;Não Informado;Não;Sim;Até 50 matrículas de escolarização;Ensino Fundamental;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC THAUMATURGO DE AZEVEDO;12001597;AC;Cruzeiro do Sul;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA FLORIANO PEIXOTO, 1065 PREDIO. ALUMINIO. 69980-000 Cruzeiro do Sul - AC.";(68) 33223483;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-7.6283925;-72.6615701
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC VISCONDE DO RIO BRANCO;12001627;AC;Cruzeiro do Sul;Rural;A escola não está em área de localização diferenciada;Pública;"RUA CAMINHO DO SABER-RAMAL OLIVENCA, 378 ESCOLA. RAMAL OLIVENCA. 69980-000 Cruzeiro do Sul - AC.";(68) 33225531;Estadual;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Ensino Fundamental, Ensino Médio";Atendimento Educacional Especializado;-7.6310254;-72.6428731
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC PADRE MARCELINO CHAMPAGNAT - INFANTIL;12001732;AC;Cruzeiro do Sul;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA RUI BARBOSA, 620 ESCOLA. CENTRO. 69980-000 Cruzeiro do Sul - AC.";(68) 33223073;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;Atendimento Educacional Especializado;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA MUNICIPAL DE ENSINO INFANTIL OSVALDO DALBUQUERQUE LIMA;12001740;AC;Cruzeiro do Sul;Urbana;A escola não está em área de localização diferenciada;Pública;"AVENIDA GETULIO VARGAS, 331 ESCOLA. CENTRO. 69980-000 Cruzeiro do Sul - AC.";(68) 999949575;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;Atendimento Educacional Especializado;-7.6338436;-72.6659199
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC JARDIM DE INFANCIA SAO FRANCISCO;12001759;AC;Cruzeiro do Sul;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA ESPIRITO SANTO, 60 PREDIO. FLORESTA. 69980-000 Cruzeiro do Sul - AC.";(68) 999977489;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;Atendimento Educacional Especializado;-7.62395;-72.676665
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC SAO FRANCISCO;12001791;AC;Mâncio Lima;Urbana;A escola não está em área de localização diferenciada;Pública;"AV JAPIIM, 2920 2 ANDAR. CENTRO. 69990-000 Mâncio Lima - AC.";(68) 33431004;Estadual;Não Informado;Não;Em Tramitação;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-7.6026952;-72.9149347
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC 1º DE MAIO;12001805;AC;Mâncio Lima;Rural;A escola não está em área de localização diferenciada;Pública;"RUA JOSE DIAS, 0560 GUARANI. 69990-000 Mâncio Lima - AC.";(68) 99844320;Estadual;Não Informado;Não;Em Tramitação;Entre 201 e 500 matrículas de escolarização;"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos";Atendimento Educacional Especializado;-7.6295987;-72.8779976
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC INDIGENA IXUBAY RABUI PUYANAWA;12001821;AC;Mâncio Lima;Rural;Terra indígena;Pública;"AREA INDIGENA PUYANAWA, TERRA INDIGENA PUYAN. BARAO IPIRANGA. 69990-000 Mâncio Lima - AC.";(68) 999441526;Estadual;Não Informado;Não;Em Tramitação;Entre 201 e 500 matrículas de escolarização;"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos";Atendimento Educacional Especializado;-7.525277;-73.005554
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC 15 DE JUNHO;12001848;AC;Mâncio Lima;Rural;Área de assentamento;Pública;"COMUNIDADE TIMBAUBA- RIO MOA, 69990-000 Mâncio Lima - AC.";(68) 33431647;Municipal;Não Informado;Não;Em Tramitação;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC 7 DE SETEMBRO;12001872;AC;Mâncio Lima;Rural;A escola não está em área de localização diferenciada;Pública;"COMUNIDAD CONCEICAO DE CIMA - RIO MOA, 69990-000 Mâncio Lima - AC.";(68) 999985840;Municipal;Não Informado;Não;Em Tramitação;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC ANTONIO OLIVEIRA DANTAS;12001945;AC;Mâncio Lima;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA DOM JOSE HASCHER, 382 ESTABELECIMENTO. SAO VIDAL. 69990-000 Mâncio Lima - AC.";(68) 33431322;Estadual;Não Informado;Não;Em Tramitação;Entre 501 e 1000 matrículas de escolarização;"Ensino Fundamental, Ensino Médio, Educação Profissional";Atendimento Educacional Especializado;-7.6145202;-72.9090282
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC ARTUR LEBRE;12001953;AC;Mâncio Lima;Rural;A escola não está em área de localização diferenciada;Pública;"AVENIDA JAPIIM, 3533 ESCOLA. GUARANI. 69990-000 Mâncio Lima - AC.";(68) 999415983;Municipal;Não Informado;Não;Em Tramitação;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental;"Atendimento Educacional Especializado, Atividade Complementar";-7.6257294;-72.8803103
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC BELARMINO DE MENDONCA;12001961;AC;Mâncio Lima;Urbana;A escola não está em área de localização diferenciada;Pública;"AV JAPIIM, 0821 PREDIO. CENTRO. 69990-000 Mâncio Lima - AC.";(68) 999858491;Estadual;Não Informado;Não;Em Tramitação;Entre 201 e 500 matrículas de escolarização;"Ensino Fundamental, Educação de Jovens Adultos";Atendimento Educacional Especializado;-7.6137099;-72.9021086
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC ESTEVAO BERNARDO DE SOUZA;12001996;AC;Mâncio Lima;Rural;A escola não está em área de localização diferenciada;Pública;"COMUNIDADE DO LIMAO, 69990-000 Mâncio Lima - AC.";;Municipal;Não Informado;Não;Em Tramitação;Até 50 matrículas de escolarização;Ensino Fundamental;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC FRANCISCO MILITAO DE MELO;12002003;AC;Mâncio Lima;Rural;A escola não está em área de localização diferenciada;Pública;"RIO MOA, 69990-000 Mâncio Lima - AC.";(68) 33431647;Municipal;Não Informado;Não;Em Tramitação;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC FRANCISCO FREIRE DE CARVALHO;12002046;AC;Mâncio Lima;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA GUIOMARD PINHEIRO FREIRE RODRIGUES, 061 PREDIO. SAO FRANCISCO. 69990-000 Mâncio Lima - AC.";(68) 999769193;Estadual;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Ensino Médio, Educação Profissional, Educação de Jovens Adultos";Atendimento Educacional Especializado;-7.5959493;-72.9250364
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC GERZUILO EUDES DE OLIVEIRA;12002054;AC;Mâncio Lima;Rural;A escola não está em área de localização diferenciada;Pública;"COMUNIDADE SOCO, RIO MOA. 69990-000 Mâncio Lima - AC.";(68) 33431647;Municipal;Não Informado;Não;Em Tramitação;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC INDIGENA HERMILIO GENEROSO DE OLIVEIRA;12002062;AC;Mâncio Lima;Rural;Terra indígena;Pública;"ALDEIA MEIA DUZIA-TERRA INDIGENA NUKINI, 69990-000 Mâncio Lima - AC.";(68) 33431124;Estadual;Não Informado;Não;Sim;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Ensino Médio";;;
